"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2005"	"2005"	12	1761497	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2006"	"2006"	10	1772693	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2007"	"2007"	13	1783440	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2008"	"2008"	10	1796378	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2009"	"2009"	19	1812683	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2010"	"2010"	14	1826341	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2011"	"2011"	18	1842641	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2012"	"2012"	22	1855525	1.2
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2013"	"2013"	Suppressed	1868516	Suppressed
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2014"	"2014"	Suppressed	1881503	Suppressed
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2015"	"2015"	12	1896190	Unreliable
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2016"	"2016"	Suppressed	1907116	Suppressed
	"Nebraska"	"31"	"Methadone"	"T40.3"	"2017"	"2017"	Suppressed	1920076	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	1704764	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	1711263	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	10	1719836	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	1728292	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	1738643	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	Suppressed	1749370	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	Suppressed	1761497	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	Suppressed	1772693	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	Suppressed	1783440	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	Suppressed	1796378	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	11	1812683	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	21	1826341	1.1
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	Suppressed	1842641	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	10	1855525	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	Suppressed	1868516	Suppressed
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	13	1881503	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	13	1896190	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	13	1907116	Unreliable
	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	25	1920076	1.3
	"Nevada"	"32"	"Heroin"	"T40.1"	"1999"	"1999"	43	1934718	2.2
	"Nevada"	"32"	"Heroin"	"T40.1"	"2000"	"2000"	39	1998257	2.0
	"Nevada"	"32"	"Heroin"	"T40.1"	"2001"	"2001"	24	2098399	1.1
	"Nevada"	"32"	"Heroin"	"T40.1"	"2002"	"2002"	39	2173791	1.8
	"Nevada"	"32"	"Heroin"	"T40.1"	"2003"	"2003"	36	2248850	1.6
	"Nevada"	"32"	"Heroin"	"T40.1"	"2004"	"2004"	27	2346222	1.2
	"Nevada"	"32"	"Heroin"	"T40.1"	"2005"	"2005"	46	2432143	1.9
	"Nevada"	"32"	"Heroin"	"T40.1"	"2006"	"2006"	36	2522658	1.4
	"Nevada"	"32"	"Heroin"	"T40.1"	"2007"	"2007"	42	2601072	1.6
	"Nevada"	"32"	"Heroin"	"T40.1"	"2008"	"2008"	31	2653630	1.2
	"Nevada"	"32"	"Heroin"	"T40.1"	"2009"	"2009"	22	2684665	0.8
	"Nevada"	"32"	"Heroin"	"T40.1"	"2010"	"2010"	19	2700551	Unreliable
	"Nevada"	"32"	"Heroin"	"T40.1"	"2011"	"2011"	40	2723322	1.5
	"Nevada"	"32"	"Heroin"	"T40.1"	"2012"	"2012"	45	2758931	1.6
	"Nevada"	"32"	"Heroin"	"T40.1"	"2013"	"2013"	48	2790136	1.7
	"Nevada"	"32"	"Heroin"	"T40.1"	"2014"	"2014"	64	2839099	2.3
	"Nevada"	"32"	"Heroin"	"T40.1"	"2015"	"2015"	82	2890845	2.8
	"Nevada"	"32"	"Heroin"	"T40.1"	"2016"	"2016"	86	2940058	2.9
	"Nevada"	"32"	"Heroin"	"T40.1"	"2017"	"2017"	94	2998039	3.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"1999"	"1999"	80	1934718	4.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2000"	"2000"	98	1998257	4.9
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2001"	"2001"	87	2098399	4.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2002"	"2002"	92	2173791	4.2
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2003"	"2003"	111	2248850	4.9
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2004"	"2004"	94	2346222	4.0
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2005"	"2005"	153	2432143	6.3
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2006"	"2006"	174	2522658	6.9
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2007"	"2007"	187	2601072	7.2
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2008"	"2008"	214	2653630	8.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2009"	"2009"	256	2684665	9.5
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2010"	"2010"	300	2700551	11.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2011"	"2011"	302	2723322	11.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2012"	"2012"	305	2758931	11.1
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2013"	"2013"	242	2790136	8.7
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2014"	"2014"	224	2839099	7.9
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2015"	"2015"	259	2890845	9.0
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2016"	"2016"	235	2940058	8.0
	"Nevada"	"32"	"Other opioids"	"T40.2"	"2017"	"2017"	239	2998039	8.0
	"Nevada"	"32"	"Methadone"	"T40.3"	"1999"	"1999"	18	1934718	Unreliable
	"Nevada"	"32"	"Methadone"	"T40.3"	"2000"	"2000"	24	1998257	1.2
	"Nevada"	"32"	"Methadone"	"T40.3"	"2001"	"2001"	47	2098399	2.2
	"Nevada"	"32"	"Methadone"	"T40.3"	"2002"	"2002"	50	2173791	2.3
	"Nevada"	"32"	"Methadone"	"T40.3"	"2003"	"2003"	50	2248850	2.2
	"Nevada"	"32"	"Methadone"	"T40.3"	"2004"	"2004"	86	2346222	3.7
	"Nevada"	"32"	"Methadone"	"T40.3"	"2005"	"2005"	93	2432143	3.8
	"Nevada"	"32"	"Methadone"	"T40.3"	"2006"	"2006"	108	2522658	4.3
	"Nevada"	"32"	"Methadone"	"T40.3"	"2007"	"2007"	124	2601072	4.8
	"Nevada"	"32"	"Methadone"	"T40.3"	"2008"	"2008"	112	2653630	4.2
	"Nevada"	"32"	"Methadone"	"T40.3"	"2009"	"2009"	126	2684665	4.7
	"Nevada"	"32"	"Methadone"	"T40.3"	"2010"	"2010"	99	2700551	3.7
	"Nevada"	"32"	"Methadone"	"T40.3"	"2011"	"2011"	96	2723322	3.5
	"Nevada"	"32"	"Methadone"	"T40.3"	"2012"	"2012"	71	2758931	2.6
	"Nevada"	"32"	"Methadone"	"T40.3"	"2013"	"2013"	70	2790136	2.5
	"Nevada"	"32"	"Methadone"	"T40.3"	"2014"	"2014"	64	2839099	2.3
	"Nevada"	"32"	"Methadone"	"T40.3"	"2015"	"2015"	57	2890845	2.0
	"Nevada"	"32"	"Methadone"	"T40.3"	"2016"	"2016"	53	2940058	1.8
	"Nevada"	"32"	"Methadone"	"T40.3"	"2017"	"2017"	46	2998039	1.5
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	21	1934718	1.1
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	15	1998257	Unreliable
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	20	2098399	1.0
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	23	2173791	1.1
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	17	2248850	Unreliable
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	23	2346222	1.0
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	29	2432143	1.2
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	27	2522658	1.1
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	23	2601072	0.9
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	27	2653630	1.0
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	42	2684665	1.6
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	39	2700551	1.4
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	45	2723322	1.7
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	27	2758931	1.0
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	26	2790136	0.9
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	32	2839099	1.1
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	32	2890845	1.1
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	53	2940058	1.8
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	66	2998039	2.2
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	1222014	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	1235786	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	1255517	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	1269089	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	1279840	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	1290121	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	1298492	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	1308389	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	1312540	Suppressed
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2008"	"2008"	11	1315906	Unreliable
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2009"	"2009"	24	1316102	1.8
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2010"	"2010"	13	1316470	Unreliable
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2011"	"2011"	42	1318194	3.2
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2012"	"2012"	39	1320718	3.0
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2013"	"2013"	67	1323459	5.1
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2014"	"2014"	98	1326813	7.4
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2015"	"2015"	78	1330608	5.9
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2016"	"2016"	34	1334795	2.5
	"New Hampshire"	"33"	"Heroin"	"T40.1"	"2017"	"2017"	28	1342795	2.1
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"1999"	"1999"	17	1222014	Unreliable
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2000"	"2000"	Suppressed	1235786	Suppressed
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2001"	"2001"	18	1255517	Unreliable
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2002"	"2002"	17	1269089	Unreliable
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2003"	"2003"	22	1279840	1.7
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2004"	"2004"	28	1290121	2.2
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2005"	"2005"	23	1298492	1.8
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2006"	"2006"	37	1308389	2.8
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2007"	"2007"	54	1312540	4.1
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2008"	"2008"	48	1315906	3.6
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2009"	"2009"	45	1316102	3.4
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2010"	"2010"	61	1316470	4.6
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2011"	"2011"	65	1318194	4.9
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2012"	"2012"	56	1320718	4.2
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2013"	"2013"	62	1323459	4.7
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2014"	"2014"	81	1326813	6.1
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2015"	"2015"	63	1330608	4.7
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2016"	"2016"	69	1334795	5.2
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	"2017"	"2017"	51	1342795	3.8
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	1222014	Suppressed
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2000"	"2000"	Suppressed	1235786	Suppressed
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2001"	"2001"	12	1255517	Unreliable
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2002"	"2002"	33	1269089	2.6
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2003"	"2003"	36	1279840	2.8
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2004"	"2004"	29	1290121	2.2
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2005"	"2005"	51	1298492	3.9
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2006"	"2006"	43	1308389	3.3
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2007"	"2007"	65	1312540	5.0
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2008"	"2008"	21	1315906	1.6
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2009"	"2009"	45	1316102	3.4
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2010"	"2010"	31	1316470	2.4
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2011"	"2011"	31	1318194	2.4
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2012"	"2012"	27	1320718	2.0
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2013"	"2013"	14	1323459	Unreliable
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2014"	"2014"	29	1326813	2.2
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2015"	"2015"	25	1330608	1.9
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2016"	"2016"	29	1334795	2.2
	"New Hampshire"	"33"	"Methadone"	"T40.3"	"2017"	"2017"	15	1342795	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	1222014	Suppressed
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	1235786	Suppressed
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	1255517	Suppressed
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	1269089	Suppressed
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	11	1279840	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	Suppressed	1290121	Suppressed
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	11	1298492	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	14	1308389	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	16	1312540	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	14	1315906	Unreliable
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	22	1316102	1.7
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	22	1316470	1.7
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	27	1318194	2.0
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	24	1320718	1.8
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	30	1323459	2.3
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	151	1326813	11.4
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	285	1330608	21.4
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	363	1334795	27.2
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	374	1342795	27.9
	"New Jersey"	"34"	"Heroin"	"T40.1"	"1999"	"1999"	207	8359592	2.5
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2000"	"2000"	206	8414350	2.4
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2001"	"2001"	196	8492671	2.3
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2002"	"2002"	239	8552643	2.8
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2003"	"2003"	214	8601402	2.5
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2004"	"2004"	118	8634561	1.4
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2005"	"2005"	168	8651974	1.9
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2006"	"2006"	106	8661679	1.2
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2007"	"2007"	103	8677885	1.2
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2008"	"2008"	116	8711090	1.3
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2009"	"2009"	19	8755602	Unreliable
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2010"	"2010"	97	8791894	1.1
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2011"	"2011"	131	8821155	1.5
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2012"	"2012"	304	8864590	3.4
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2013"	"2013"	383	8899339	4.3
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2014"	"2014"	424	8938175	4.7
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2015"	"2015"	508	8958013	5.7
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2016"	"2016"	850	8944469	9.5
	"New Jersey"	"34"	"Heroin"	"T40.1"	"2017"	"2017"	1085	9005644	12.0
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"1999"	"1999"	94	8359592	1.1
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2000"	"2000"	77	8414350	0.9
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2001"	"2001"	93	8492671	1.1
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2002"	"2002"	95	8552643	1.1
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2003"	"2003"	114	8601402	1.3
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2004"	"2004"	88	8634561	1.0
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2005"	"2005"	126	8651974	1.5
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2006"	"2006"	140	8661679	1.6
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2007"	"2007"	134	8677885	1.5
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2008"	"2008"	124	8711090	1.4
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2009"	"2009"	14	8755602	Unreliable
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2010"	"2010"	173	8791894	2.0
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2011"	"2011"	220	8821155	2.5
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2012"	"2012"	217	8864590	2.4
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2013"	"2013"	231	8899339	2.6
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2014"	"2014"	245	8938175	2.7
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2015"	"2015"	237	8958013	2.6
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2016"	"2016"	346	8944469	3.9
	"New Jersey"	"34"	"Other opioids"	"T40.2"	"2017"	"2017"	424	9005644	4.7
	"New Jersey"	"34"	"Methadone"	"T40.3"	"1999"	"1999"	26	8359592	0.3
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2000"	"2000"	17	8414350	Unreliable
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2001"	"2001"	27	8492671	0.3
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2002"	"2002"	48	8552643	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2003"	"2003"	54	8601402	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2004"	"2004"	50	8634561	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2005"	"2005"	77	8651974	0.9
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2006"	"2006"	72	8661679	0.8
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2007"	"2007"	78	8677885	0.9
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2008"	"2008"	52	8711090	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2009"	"2009"	Suppressed	8755602	Suppressed
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2010"	"2010"	47	8791894	0.5
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2011"	"2011"	61	8821155	0.7
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2012"	"2012"	68	8864590	0.8
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2013"	"2013"	67	8899339	0.8
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2014"	"2014"	50	8938175	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2015"	"2015"	55	8958013	0.6
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2016"	"2016"	84	8944469	0.9
	"New Jersey"	"34"	"Methadone"	"T40.3"	"2017"	"2017"	82	9005644	0.9
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	23	8359592	0.3
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	19	8414350	Unreliable
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	33	8492671	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	29	8552643	0.3
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	29	8601402	0.3
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	23	8634561	0.3
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	25	8651974	0.3
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	38	8661679	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	33	8677885	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	19	8711090	Unreliable
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	Suppressed	8755602	Suppressed
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	35	8791894	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	31	8821155	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	38	8864590	0.4
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	57	8899339	0.6
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	111	8938175	1.2
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	243	8958013	2.7
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	689	8944469	7.7
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	1376	9005644	15.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"1999"	"1999"	23	1808082	1.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2000"	"2000"	40	1819046	2.2
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2001"	"2001"	22	1831690	1.2
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2002"	"2002"	23	1855309	1.2
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2003"	"2003"	25	1877574	1.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2004"	"2004"	33	1903808	1.7
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2005"	"2005"	45	1932274	2.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2006"	"2006"	21	1962137	1.1
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2007"	"2007"	28	1990070	1.4
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2008"	"2008"	65	2010662	3.2
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2009"	"2009"	48	2036802	2.4
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2010"	"2010"	21	2059179	1.0
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2011"	"2011"	68	2082224	3.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2012"	"2012"	104	2085538	5.0
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2013"	"2013"	89	2085287	4.3
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2014"	"2014"	139	2085572	6.7
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2015"	"2015"	156	2085109	7.5
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2016"	"2016"	161	2081015	7.7
	"New Mexico"	"35"	"Heroin"	"T40.1"	"2017"	"2017"	144	2088070	6.9
