county,state,county-code,multiple-cause-of-death,multiple-cause-of-death-code,deaths,population,crude-rate
Queen Anne's County,Maryland,24035,Methadone,T40.3,14,576499,Unreliable
Queen Anne's County,Maryland,24035,Other synthetic narcotics,T40.4,23,576499,4
St. Mary's County,Maryland,24037,Heroin,T40.1,28,1282946,2.2
St. Mary's County,Maryland,24037,Other opioids,T40.2,57,1282946,4.4
St. Mary's County,Maryland,24037,Methadone,T40.3,25,1282946,1.9
St. Mary's County,Maryland,24037,Other synthetic narcotics,T40.4,51,1282946,4
Somerset County,Maryland,24039,Heroin,T40.1,Suppressed,314380,Suppressed
Somerset County,Maryland,24039,Other opioids,T40.2,16,314380,Unreliable
Somerset County,Maryland,24039,Methadone,T40.3,Suppressed,314380,Suppressed
Somerset County,Maryland,24039,Other synthetic narcotics,T40.4,22,314380,7
Talbot County,Maryland,24041,Heroin,T40.1,Suppressed,450342,Suppressed
Talbot County,Maryland,24041,Other opioids,T40.2,23,450342,5.1
Talbot County,Maryland,24041,Methadone,T40.3,Suppressed,450342,Suppressed
Talbot County,Maryland,24041,Other synthetic narcotics,T40.4,15,450342,Unreliable
Washington County,Maryland,24043,Heroin,T40.1,91,1778515,5.1
Washington County,Maryland,24043,Other opioids,T40.2,126,1778515,7.1
Washington County,Maryland,24043,Methadone,T40.3,60,1778515,3.4
Washington County,Maryland,24043,Other synthetic narcotics,T40.4,106,1778515,6
Wicomico County,Maryland,24045,Heroin,T40.1,44,1194786,3.7
Wicomico County,Maryland,24045,Other opioids,T40.2,57,1194786,4.8
Wicomico County,Maryland,24045,Methadone,T40.3,18,1194786,Unreliable
Wicomico County,Maryland,24045,Other synthetic narcotics,T40.4,71,1194786,5.9
Worcester County,Maryland,24047,Heroin,T40.1,23,616751,3.7
Worcester County,Maryland,24047,Other opioids,T40.2,48,616751,7.8
Worcester County,Maryland,24047,Methadone,T40.3,13,616751,Unreliable
Worcester County,Maryland,24047,Other synthetic narcotics,T40.4,37,616751,6
Baltimore city,Maryland,24510,Heroin,T40.1,814,7436962,10.9
Baltimore city,Maryland,24510,Other opioids,T40.2,742,7436962,10
Baltimore city,Maryland,24510,Methadone,T40.3,666,7436962,9
Baltimore city,Maryland,24510,Other synthetic narcotics,T40.4,935,7436962,12.6
Barnstable County,Massachusetts,25001,Heroin,T40.1,69,2590514,2.7
Barnstable County,Massachusetts,25001,Other opioids,T40.2,84,2590514,3.2
Barnstable County,Massachusetts,25001,Methadone,T40.3,47,2590514,1.8
Barnstable County,Massachusetts,25001,Other synthetic narcotics,T40.4,199,2590514,7.7
Berkshire County,Massachusetts,25003,Heroin,T40.1,78,1557533,5
Berkshire County,Massachusetts,25003,Other opioids,T40.2,63,1557533,4
Berkshire County,Massachusetts,25003,Methadone,T40.3,18,1557533,Unreliable
Berkshire County,Massachusetts,25003,Other synthetic narcotics,T40.4,60,1557533,3.9
Bristol County,Massachusetts,25005,Heroin,T40.1,204,6615397,3.1
Bristol County,Massachusetts,25005,Other opioids,T40.2,214,6615397,3.2
Bristol County,Massachusetts,25005,Methadone,T40.3,120,6615397,1.8
Bristol County,Massachusetts,25005,Other synthetic narcotics,T40.4,643,6615397,9.7
Dukes County,Massachusetts,25007,Heroin,T40.1,Suppressed,201016,Suppressed
Dukes County,Massachusetts,25007,Other opioids,T40.2,Suppressed,201016,Suppressed
Dukes County,Massachusetts,25007,Methadone,T40.3,Suppressed,201016,Suppressed
Dukes County,Massachusetts,25007,Other synthetic narcotics,T40.4,Suppressed,201016,Suppressed
Essex County,Massachusetts,25009,Heroin,T40.1,386,9053180,4.3
Essex County,Massachusetts,25009,Other opioids,T40.2,258,9053180,2.8
Essex County,Massachusetts,25009,Methadone,T40.3,181,9053180,2
Essex County,Massachusetts,25009,Other synthetic narcotics,T40.4,742,9053180,8.2
Franklin County,Massachusetts,25011,Heroin,T40.1,42,854527,4.9
Franklin County,Massachusetts,25011,Other opioids,T40.2,19,854527,Unreliable
Franklin County,Massachusetts,25011,Methadone,T40.3,Suppressed,854527,Suppressed
Franklin County,Massachusetts,25011,Other synthetic narcotics,T40.4,29,854527,3.4
Hampden County,Massachusetts,25013,Heroin,T40.1,346,5585323,6.2
Hampden County,Massachusetts,25013,Other opioids,T40.2,184,5585323,3.3
Hampden County,Massachusetts,25013,Methadone,T40.3,55,5585323,1
Hampden County,Massachusetts,25013,Other synthetic narcotics,T40.4,228,5585323,4.1
Hampshire County,Massachusetts,25015,Heroin,T40.1,84,1909709,4.4
Hampshire County,Massachusetts,25015,Other opioids,T40.2,58,1909709,3
Hampshire County,Massachusetts,25015,Methadone,T40.3,22,1909709,1.2
Hampshire County,Massachusetts,25015,Other synthetic narcotics,T40.4,56,1909709,2.9
Middlesex County,Massachusetts,25017,Heroin,T40.1,543,18350895,3
Middlesex County,Massachusetts,25017,Other opioids,T40.2,415,18350895,2.3
Middlesex County,Massachusetts,25017,Methadone,T40.3,189,18350895,1
Middlesex County,Massachusetts,25017,Other synthetic narcotics,T40.4,1007,18350895,5.5
Nantucket County,Massachusetts,25019,Heroin,T40.1,Suppressed,125220,Suppressed
Nantucket County,Massachusetts,25019,Other opioids,T40.2,Suppressed,125220,Suppressed
Nantucket County,Massachusetts,25019,Methadone,T40.3,Suppressed,125220,Suppressed
Nantucket County,Massachusetts,25019,Other synthetic narcotics,T40.4,Suppressed,125220,Suppressed
Norfolk County,Massachusetts,25021,Heroin,T40.1,314,8139720,3.9
Norfolk County,Massachusetts,25021,Other opioids,T40.2,234,8139720,2.9
Norfolk County,Massachusetts,25021,Methadone,T40.3,126,8139720,1.5
Norfolk County,Massachusetts,25021,Other synthetic narcotics,T40.4,513,8139720,6.3
Plymouth County,Massachusetts,25023,Heroin,T40.1,241,5998433,4
Plymouth County,Massachusetts,25023,Other opioids,T40.2,205,5998433,3.4
Plymouth County,Massachusetts,25023,Methadone,T40.3,84,5998433,1.4
Plymouth County,Massachusetts,25023,Other synthetic narcotics,T40.4,544,5998433,9.1
Suffolk County,Massachusetts,25025,Heroin,T40.1,421,8879403,4.7
Suffolk County,Massachusetts,25025,Other opioids,T40.2,252,8879403,2.8
Suffolk County,Massachusetts,25025,Methadone,T40.3,153,8879403,1.7
Suffolk County,Massachusetts,25025,Other synthetic narcotics,T40.4,639,8879403,7.2
Worcester County,Massachusetts,25027,Heroin,T40.1,437,9652914,4.5
Worcester County,Massachusetts,25027,Other opioids,T40.2,234,9652914,2.4
Worcester County,Massachusetts,25027,Methadone,T40.3,136,9652914,1.4
Worcester County,Massachusetts,25027,Other synthetic narcotics,T40.4,503,9652914,5.2
Alcona County,Michigan,26001,Heroin,T40.1,Suppressed,129768,Suppressed
Alcona County,Michigan,26001,Other opioids,T40.2,Suppressed,129768,Suppressed
Alcona County,Michigan,26001,Methadone,T40.3,Suppressed,129768,Suppressed
Alcona County,Michigan,26001,Other synthetic narcotics,T40.4,Suppressed,129768,Suppressed
Alger County,Michigan,26003,Heroin,T40.1,Suppressed,113806,Suppressed
Alger County,Michigan,26003,Other opioids,T40.2,Suppressed,113806,Suppressed
Alger County,Michigan,26003,Methadone,T40.3,Suppressed,113806,Suppressed
Alger County,Michigan,26003,Other synthetic narcotics,T40.4,Suppressed,113806,Suppressed
Allegan County,Michigan,26005,Heroin,T40.1,14,1353103,Unreliable
Allegan County,Michigan,26005,Other opioids,T40.2,39,1353103,2.9
Allegan County,Michigan,26005,Methadone,T40.3,36,1353103,2.7
Allegan County,Michigan,26005,Other synthetic narcotics,T40.4,23,1353103,1.7
Alpena County,Michigan,26007,Heroin,T40.1,Suppressed,352529,Suppressed
Alpena County,Michigan,26007,Other opioids,T40.2,Suppressed,352529,Suppressed
Alpena County,Michigan,26007,Methadone,T40.3,13,352529,Unreliable
Alpena County,Michigan,26007,Other synthetic narcotics,T40.4,Suppressed,352529,Suppressed
Antrim County,Michigan,26009,Heroin,T40.1,Suppressed,282898,Suppressed
Antrim County,Michigan,26009,Other opioids,T40.2,10,282898,Unreliable
Antrim County,Michigan,26009,Methadone,T40.3,Suppressed,282898,Suppressed
Antrim County,Michigan,26009,Other synthetic narcotics,T40.4,Suppressed,282898,Suppressed
Arenac County,Michigan,26011,Heroin,T40.1,Suppressed,189862,Suppressed
Arenac County,Michigan,26011,Other opioids,T40.2,Suppressed,189862,Suppressed
Arenac County,Michigan,26011,Methadone,T40.3,Suppressed,189862,Suppressed
Arenac County,Michigan,26011,Other synthetic narcotics,T40.4,Suppressed,189862,Suppressed
Baraga County,Michigan,26013,Heroin,T40.1,Suppressed,104785,Suppressed
Baraga County,Michigan,26013,Other opioids,T40.2,Suppressed,104785,Suppressed
Baraga County,Michigan,26013,Methadone,T40.3,Suppressed,104785,Suppressed
Baraga County,Michigan,26013,Other synthetic narcotics,T40.4,Suppressed,104785,Suppressed
Barry County,Michigan,26015,Heroin,T40.1,Suppressed,713799,Suppressed
Barry County,Michigan,26015,Other opioids,T40.2,25,713799,3.5
Barry County,Michigan,26015,Methadone,T40.3,18,713799,Unreliable
Barry County,Michigan,26015,Other synthetic narcotics,T40.4,12,713799,Unreliable
Bay County,Michigan,26017,Heroin,T40.1,17,1282548,Unreliable
Bay County,Michigan,26017,Other opioids,T40.2,65,1282548,5.1
Bay County,Michigan,26017,Methadone,T40.3,26,1282548,2
Bay County,Michigan,26017,Other synthetic narcotics,T40.4,26,1282548,2
Benzie County,Michigan,26019,Heroin,T40.1,Suppressed,211009,Suppressed
Benzie County,Michigan,26019,Other opioids,T40.2,Suppressed,211009,Suppressed
Benzie County,Michigan,26019,Methadone,T40.3,Suppressed,211009,Suppressed
Benzie County,Michigan,26019,Other synthetic narcotics,T40.4,Suppressed,211009,Suppressed
Berrien County,Michigan,26021,Heroin,T40.1,45,1872565,2.4
Berrien County,Michigan,26021,Other opioids,T40.2,24,1872565,1.3
Berrien County,Michigan,26021,Methadone,T40.3,20,1872565,1.1
Berrien County,Michigan,26021,Other synthetic narcotics,T40.4,21,1872565,1.1
Branch County,Michigan,26023,Heroin,T40.1,Suppressed,537284,Suppressed
Branch County,Michigan,26023,Other opioids,T40.2,11,537284,Unreliable
Branch County,Michigan,26023,Methadone,T40.3,Suppressed,537284,Suppressed
Branch County,Michigan,26023,Other synthetic narcotics,T40.4,Suppressed,537284,Suppressed
Calhoun County,Michigan,26025,Heroin,T40.1,65,1628940,4
Calhoun County,Michigan,26025,Other opioids,T40.2,83,1628940,5.1
Calhoun County,Michigan,26025,Methadone,T40.3,31,1628940,1.9
Calhoun County,Michigan,26025,Other synthetic narcotics,T40.4,68,1628940,4.2
Cass County,Michigan,26027,Heroin,T40.1,Suppressed,624629,Suppressed
Cass County,Michigan,26027,Other opioids,T40.2,15,624629,Unreliable
Cass County,Michigan,26027,Methadone,T40.3,19,624629,Unreliable
Cass County,Michigan,26027,Other synthetic narcotics,T40.4,12,624629,Unreliable
Charlevoix County,Michigan,26029,Heroin,T40.1,Suppressed,314012,Suppressed
Charlevoix County,Michigan,26029,Other opioids,T40.2,Suppressed,314012,Suppressed
Charlevoix County,Michigan,26029,Methadone,T40.3,Suppressed,314012,Suppressed
Charlevoix County,Michigan,26029,Other synthetic narcotics,T40.4,Suppressed,314012,Suppressed
Cheboygan County,Michigan,26031,Heroin,T40.1,Suppressed,312913,Suppressed
Cheboygan County,Michigan,26031,Other opioids,T40.2,Suppressed,312913,Suppressed
Cheboygan County,Michigan,26031,Methadone,T40.3,Suppressed,312913,Suppressed
Cheboygan County,Michigan,26031,Other synthetic narcotics,T40.4,Suppressed,312913,Suppressed
Chippewa County,Michigan,26033,Heroin,T40.1,Suppressed,463505,Suppressed
Chippewa County,Michigan,26033,Other opioids,T40.2,Suppressed,463505,Suppressed
Chippewa County,Michigan,26033,Methadone,T40.3,Suppressed,463505,Suppressed
Chippewa County,Michigan,26033,Other synthetic narcotics,T40.4,Suppressed,463505,Suppressed
Clare County,Michigan,26035,Heroin,T40.1,Suppressed,370382,Suppressed
Clare County,Michigan,26035,Other opioids,T40.2,11,370382,Unreliable
Clare County,Michigan,26035,Methadone,T40.3,Suppressed,370382,Suppressed
Clare County,Michigan,26035,Other synthetic narcotics,T40.4,10,370382,Unreliable
Clinton County,Michigan,26037,Heroin,T40.1,14,910360,Unreliable
Clinton County,Michigan,26037,Other opioids,T40.2,Suppressed,910360,Suppressed
Clinton County,Michigan,26037,Methadone,T40.3,Suppressed,910360,Suppressed
Clinton County,Michigan,26037,Other synthetic narcotics,T40.4,Suppressed,910360,Suppressed
Crawford County,Michigan,26039,Heroin,T40.1,Suppressed,168786,Suppressed
Crawford County,Michigan,26039,Other opioids,T40.2,10,168786,Unreliable
Crawford County,Michigan,26039,Methadone,T40.3,Suppressed,168786,Suppressed
Crawford County,Michigan,26039,Other synthetic narcotics,T40.4,Suppressed,168786,Suppressed
Delta County,Michigan,26041,Heroin,T40.1,Suppressed,443016,Suppressed
Delta County,Michigan,26041,Other opioids,T40.2,Suppressed,443016,Suppressed
Delta County,Michigan,26041,Methadone,T40.3,Suppressed,443016,Suppressed
Delta County,Michigan,26041,Other synthetic narcotics,T40.4,Suppressed,443016,Suppressed
Dickinson County,Michigan,26043,Heroin,T40.1,Suppressed,314177,Suppressed
Dickinson County,Michigan,26043,Other opioids,T40.2,Suppressed,314177,Suppressed
Dickinson County,Michigan,26043,Methadone,T40.3,Suppressed,314177,Suppressed
Dickinson County,Michigan,26043,Other synthetic narcotics,T40.4,Suppressed,314177,Suppressed
Eaton County,Michigan,26045,Heroin,T40.1,41,1299911,3.2
Eaton County,Michigan,26045,Other opioids,T40.2,52,1299911,4
Eaton County,Michigan,26045,Methadone,T40.3,19,1299911,Unreliable
Eaton County,Michigan,26045,Other synthetic narcotics,T40.4,53,1299911,4.1
Emmet County,Michigan,26047,Heroin,T40.1,Suppressed,395674,Suppressed
Emmet County,Michigan,26047,Other opioids,T40.2,Suppressed,395674,Suppressed
Emmet County,Michigan,26047,Methadone,T40.3,Suppressed,395674,Suppressed
Emmet County,Michigan,26047,Other synthetic narcotics,T40.4,Suppressed,395674,Suppressed
Genesee County,Michigan,26049,Heroin,T40.1,268,5061742,5.3
Genesee County,Michigan,26049,Other opioids,T40.2,286,5061742,5.7
Genesee County,Michigan,26049,Methadone,T40.3,142,5061742,2.8
Genesee County,Michigan,26049,Other synthetic narcotics,T40.4,242,5061742,4.8
Gladwin County,Michigan,26051,Heroin,T40.1,Suppressed,308156,Suppressed
Gladwin County,Michigan,26051,Other opioids,T40.2,12,308156,Unreliable
Gladwin County,Michigan,26051,Methadone,T40.3,Suppressed,308156,Suppressed
Gladwin County,Michigan,26051,Other synthetic narcotics,T40.4,Suppressed,308156,Suppressed
Gogebic County,Michigan,26053,Heroin,T40.1,Suppressed,192417,Suppressed
Gogebic County,Michigan,26053,Other opioids,T40.2,Suppressed,192417,Suppressed
Gogebic County,Michigan,26053,Methadone,T40.3,Suppressed,192417,Suppressed
Gogebic County,Michigan,26053,Other synthetic narcotics,T40.4,Suppressed,192417,Suppressed
Grand Traverse County,Michigan,26055,Heroin,T40.1,15,1064003,Unreliable
Grand Traverse County,Michigan,26055,Other opioids,T40.2,22,1064003,2.1
Grand Traverse County,Michigan,26055,Methadone,T40.3,27,1064003,2.5
Grand Traverse County,Michigan,26055,Other synthetic narcotics,T40.4,34,1064003,3.2
Gratiot County,Michigan,26057,Heroin,T40.1,Suppressed,504674,Suppressed
Gratiot County,Michigan,26057,Other opioids,T40.2,Suppressed,504674,Suppressed
Gratiot County,Michigan,26057,Methadone,T40.3,Suppressed,504674,Suppressed
Gratiot County,Michigan,26057,Other synthetic narcotics,T40.4,Suppressed,504674,Suppressed
Hillsdale County,Michigan,26059,Heroin,T40.1,Suppressed,557477,Suppressed
Hillsdale County,Michigan,26059,Other opioids,T40.2,12,557477,Unreliable
Hillsdale County,Michigan,26059,Methadone,T40.3,Suppressed,557477,Suppressed
Hillsdale County,Michigan,26059,Other synthetic narcotics,T40.4,16,557477,Unreliable
Houghton County,Michigan,26061,Heroin,T40.1,Suppressed,436020,Suppressed
Houghton County,Michigan,26061,Other opioids,T40.2,Suppressed,436020,Suppressed
Houghton County,Michigan,26061,Methadone,T40.3,Suppressed,436020,Suppressed
Houghton County,Michigan,26061,Other synthetic narcotics,T40.4,Suppressed,436020,Suppressed
Huron County,Michigan,26063,Heroin,T40.1,Suppressed,392359,Suppressed
Huron County,Michigan,26063,Other opioids,T40.2,Suppressed,392359,Suppressed
Huron County,Michigan,26063,Methadone,T40.3,Suppressed,392359,Suppressed
Huron County,Michigan,26063,Other synthetic narcotics,T40.4,Suppressed,392359,Suppressed
Ingham County,Michigan,26065,Heroin,T40.1,155,3401383,4.6
Ingham County,Michigan,26065,Other opioids,T40.2,141,3401383,4.1
Ingham County,Michigan,26065,Methadone,T40.3,71,3401383,2.1
Ingham County,Michigan,26065,Other synthetic narcotics,T40.4,125,3401383,3.7
Ionia County,Michigan,26067,Heroin,T40.1,19,772309,Unreliable
Ionia County,Michigan,26067,Other opioids,T40.2,27,772309,3.5
Ionia County,Michigan,26067,Methadone,T40.3,11,772309,Unreliable
Ionia County,Michigan,26067,Other synthetic narcotics,T40.4,12,772309,Unreliable
Iosco County,Michigan,26069,Heroin,T40.1,Suppressed,309802,Suppressed
Iosco County,Michigan,26069,Other opioids,T40.2,Suppressed,309802,Suppressed
Iosco County,Michigan,26069,Methadone,T40.3,Suppressed,309802,Suppressed
Iosco County,Michigan,26069,Other synthetic narcotics,T40.4,Suppressed,309802,Suppressed
Iron County,Michigan,26071,Heroin,T40.1,Suppressed,140241,Suppressed
Iron County,Michigan,26071,Other opioids,T40.2,Suppressed,140241,Suppressed
Iron County,Michigan,26071,Methadone,T40.3,Suppressed,140241,Suppressed
Iron County,Michigan,26071,Other synthetic narcotics,T40.4,Suppressed,140241,Suppressed
Isabella County,Michigan,26073,Heroin,T40.1,14,842567,Unreliable
Isabella County,Michigan,26073,Other opioids,T40.2,16,842567,Unreliable
Isabella County,Michigan,26073,Methadone,T40.3,10,842567,Unreliable
Isabella County,Michigan,26073,Other synthetic narcotics,T40.4,20,842567,2.4
Jackson County,Michigan,26075,Heroin,T40.1,11,1924651,Unreliable
Jackson County,Michigan,26075,Other opioids,T40.2,15,1924651,Unreliable
Jackson County,Michigan,26075,Methadone,T40.3,Suppressed,1924651,Suppressed
Jackson County,Michigan,26075,Other synthetic narcotics,T40.4,15,1924651,Unreliable
Kalamazoo County,Michigan,26077,Heroin,T40.1,68,3042924,2.2
Kalamazoo County,Michigan,26077,Other opioids,T40.2,119,3042924,3.9
Kalamazoo County,Michigan,26077,Methadone,T40.3,84,3042924,2.8
Kalamazoo County,Michigan,26077,Other synthetic narcotics,T40.4,87,3042924,2.9
Kalkaska County,Michigan,26079,Heroin,T40.1,Suppressed,208040,Suppressed
Kalkaska County,Michigan,26079,Other opioids,T40.2,Suppressed,208040,Suppressed
Kalkaska County,Michigan,26079,Methadone,T40.3,Suppressed,208040,Suppressed
Kalkaska County,Michigan,26079,Other synthetic narcotics,T40.4,Suppressed,208040,Suppressed
Kent County,Michigan,26081,Heroin,T40.1,197,7397549,2.7
Kent County,Michigan,26081,Other opioids,T40.2,210,7397549,2.8
Kent County,Michigan,26081,Methadone,T40.3,194,7397549,2.6
Kent County,Michigan,26081,Other synthetic narcotics,T40.4,167,7397549,2.3
Keweenaw County,Michigan,26083,Heroin,T40.1,Suppressed,25865,Suppressed
Keweenaw County,Michigan,26083,Other opioids,T40.2,Suppressed,25865,Suppressed
Keweenaw County,Michigan,26083,Methadone,T40.3,Suppressed,25865,Suppressed
Keweenaw County,Michigan,26083,Other synthetic narcotics,T40.4,Suppressed,25865,Suppressed
Lake County,Michigan,26085,Heroin,T40.1,Suppressed,138857,Suppressed
Lake County,Michigan,26085,Other opioids,T40.2,Suppressed,138857,Suppressed
Lake County,Michigan,26085,Methadone,T40.3,Suppressed,138857,Suppressed
Lake County,Michigan,26085,Other synthetic narcotics,T40.4,Suppressed,138857,Suppressed
Lapeer County,Michigan,26087,Heroin,T40.1,24,1067512,2.2
Lapeer County,Michigan,26087,Other opioids,T40.2,19,1067512,Unreliable
Lapeer County,Michigan,26087,Methadone,T40.3,Suppressed,1067512,Suppressed
Lapeer County,Michigan,26087,Other synthetic narcotics,T40.4,24,1067512,2.2
Leelanau County,Michigan,26089,Heroin,T40.1,Suppressed,260921,Suppressed
Leelanau County,Michigan,26089,Other opioids,T40.2,Suppressed,260921,Suppressed
Leelanau County,Michigan,26089,Methadone,T40.3,Suppressed,260921,Suppressed
Leelanau County,Michigan,26089,Other synthetic narcotics,T40.4,Suppressed,260921,Suppressed
Lenawee County,Michigan,26091,Heroin,T40.1,26,1197045,2.2
Lenawee County,Michigan,26091,Other opioids,T40.2,29,1197045,2.4
Lenawee County,Michigan,26091,Methadone,T40.3,Suppressed,1197045,Suppressed
Lenawee County,Michigan,26091,Other synthetic narcotics,T40.4,22,1197045,1.8
Livingston County,Michigan,26093,Heroin,T40.1,98,2206933,4.4
Livingston County,Michigan,26093,Other opioids,T40.2,96,2206933,4.3
Livingston County,Michigan,26093,Methadone,T40.3,31,2206933,1.4
Livingston County,Michigan,26093,Other synthetic narcotics,T40.4,92,2206933,4.2
Luce County,Michigan,26095,Heroin,T40.1,Suppressed,78617,Suppressed
Luce County,Michigan,26095,Other opioids,T40.2,Suppressed,78617,Suppressed
Luce County,Michigan,26095,Methadone,T40.3,Suppressed,78617,Suppressed
Luce County,Michigan,26095,Other synthetic narcotics,T40.4,Suppressed,78617,Suppressed
Mackinac County,Michigan,26097,Heroin,T40.1,Suppressed,133141,Suppressed
Mackinac County,Michigan,26097,Other opioids,T40.2,Suppressed,133141,Suppressed
Mackinac County,Michigan,26097,Methadone,T40.3,Suppressed,133141,Suppressed
Mackinac County,Michigan,26097,Other synthetic narcotics,T40.4,Suppressed,133141,Suppressed
Macomb County,Michigan,26099,Heroin,T40.1,968,10195655,9.5
Macomb County,Michigan,26099,Other opioids,T40.2,439,10195655,4.3
Macomb County,Michigan,26099,Methadone,T40.3,160,10195655,1.6
Macomb County,Michigan,26099,Other synthetic narcotics,T40.4,498,10195655,4.9
Manistee County,Michigan,26101,Heroin,T40.1,Suppressed,296301,Suppressed
Manistee County,Michigan,26101,Other opioids,T40.2,15,296301,Unreliable
Manistee County,Michigan,26101,Methadone,T40.3,13,296301,Unreliable
Manistee County,Michigan,26101,Other synthetic narcotics,T40.4,Suppressed,296301,Suppressed
Marquette County,Michigan,26103,Heroin,T40.1,Suppressed,803642,Suppressed
Marquette County,Michigan,26103,Other opioids,T40.2,17,803642,Unreliable
Marquette County,Michigan,26103,Methadone,T40.3,17,803642,Unreliable
Marquette County,Michigan,26103,Other synthetic narcotics,T40.4,Suppressed,803642,Suppressed
Mason County,Michigan,26105,Heroin,T40.1,Suppressed,345079,Suppressed
Mason County,Michigan,26105,Other opioids,T40.2,Suppressed,345079,Suppressed
Mason County,Michigan,26105,Methadone,T40.3,Suppressed,345079,Suppressed
Mason County,Michigan,26105,Other synthetic narcotics,T40.4,Suppressed,345079,Suppressed
Mecosta County,Michigan,26107,Heroin,T40.1,Suppressed,516209,Suppressed
Mecosta County,Michigan,26107,Other opioids,T40.2,Suppressed,516209,Suppressed
Mecosta County,Michigan,26107,Methadone,T40.3,Suppressed,516209,Suppressed
Mecosta County,Michigan,26107,Other synthetic narcotics,T40.4,Suppressed,516209,Suppressed
Menominee County,Michigan,26109,Heroin,T40.1,Suppressed,286383,Suppressed
Menominee County,Michigan,26109,Other opioids,T40.2,Suppressed,286383,Suppressed
Menominee County,Michigan,26109,Methadone,T40.3,Suppressed,286383,Suppressed
Menominee County,Michigan,26109,Other synthetic narcotics,T40.4,Suppressed,286383,Suppressed
Midland County,Michigan,26111,Heroin,T40.1,Suppressed,1003902,Suppressed
Midland County,Michigan,26111,Other opioids,T40.2,26,1003902,2.6
Midland County,Michigan,26111,Methadone,T40.3,Suppressed,1003902,Suppressed
Midland County,Michigan,26111,Other synthetic narcotics,T40.4,11,1003902,Unreliable
Missaukee County,Michigan,26113,Heroin,T40.1,Suppressed,179860,Suppressed
Missaukee County,Michigan,26113,Other opioids,T40.2,Suppressed,179860,Suppressed
Missaukee County,Michigan,26113,Methadone,T40.3,Suppressed,179860,Suppressed
Missaukee County,Michigan,26113,Other synthetic narcotics,T40.4,Suppressed,179860,Suppressed
Monroe County,Michigan,26115,Heroin,T40.1,107,1815240,5.9
Monroe County,Michigan,26115,Other opioids,T40.2,74,1815240,4.1
Monroe County,Michigan,26115,Methadone,T40.3,37,1815240,2
Monroe County,Michigan,26115,Other synthetic narcotics,T40.4,92,1815240,5.1
Montcalm County,Michigan,26117,Heroin,T40.1,13,759588,Unreliable
Montcalm County,Michigan,26117,Other opioids,T40.2,22,759588,2.9
Montcalm County,Michigan,26117,Methadone,T40.3,16,759588,Unreliable
Montcalm County,Michigan,26117,Other synthetic narcotics,T40.4,21,759588,2.8
Montmorency County,Michigan,26119,Heroin,T40.1,Suppressed,115063,Suppressed
Montmorency County,Michigan,26119,Other opioids,T40.2,Suppressed,115063,Suppressed
Montmorency County,Michigan,26119,Methadone,T40.3,Suppressed,115063,Suppressed
Montmorency County,Michigan,26119,Other synthetic narcotics,T40.4,Suppressed,115063,Suppressed
Muskegon County,Michigan,26121,Heroin,T40.1,76,2070964,3.7
Muskegon County,Michigan,26121,Other opioids,T40.2,117,2070964,5.6
Muskegon County,Michigan,26121,Methadone,T40.3,136,2070964,6.6
Muskegon County,Michigan,26121,Other synthetic narcotics,T40.4,79,2070964,3.8
Newaygo County,Michigan,26123,Heroin,T40.1,Suppressed,581217,Suppressed
Newaygo County,Michigan,26123,Other opioids,T40.2,18,581217,Unreliable
Newaygo County,Michigan,26123,Methadone,T40.3,17,581217,Unreliable
Newaygo County,Michigan,26123,Other synthetic narcotics,T40.4,Suppressed,581217,Suppressed
Oakland County,Michigan,26125,Heroin,T40.1,141,14642335,1
Oakland County,Michigan,26125,Other opioids,T40.2,80,14642335,0.5
Oakland County,Michigan,26125,Methadone,T40.3,27,14642335,0.2
Oakland County,Michigan,26125,Other synthetic narcotics,T40.4,136,14642335,0.9
Oceana County,Michigan,26127,Heroin,T40.1,Suppressed,319077,Suppressed
Oceana County,Michigan,26127,Other opioids,T40.2,Suppressed,319077,Suppressed
Oceana County,Michigan,26127,Methadone,T40.3,Suppressed,319077,Suppressed
Oceana County,Michigan,26127,Other synthetic narcotics,T40.4,Suppressed,319077,Suppressed
Ogemaw County,Michigan,26129,Heroin,T40.1,Suppressed,257486,Suppressed
Ogemaw County,Michigan,26129,Other opioids,T40.2,14,257486,Unreliable
Ogemaw County,Michigan,26129,Methadone,T40.3,Suppressed,257486,Suppressed
Ogemaw County,Michigan,26129,Other synthetic narcotics,T40.4,Suppressed,257486,Suppressed
Ontonagon County,Michigan,26131,Heroin,T40.1,Suppressed,78208,Suppressed
Ontonagon County,Michigan,26131,Other opioids,T40.2,Suppressed,78208,Suppressed
Ontonagon County,Michigan,26131,Methadone,T40.3,Suppressed,78208,Suppressed
Ontonagon County,Michigan,26131,Other synthetic narcotics,T40.4,Suppressed,78208,Suppressed
Osceola County,Michigan,26133,Heroin,T40.1,Suppressed,281068,Suppressed
Osceola County,Michigan,26133,Other opioids,T40.2,Suppressed,281068,Suppressed
Osceola County,Michigan,26133,Methadone,T40.3,Suppressed,281068,Suppressed
Osceola County,Michigan,26133,Other synthetic narcotics,T40.4,Suppressed,281068,Suppressed
Oscoda County,Michigan,26135,Heroin,T40.1,Suppressed,103201,Suppressed
Oscoda County,Michigan,26135,Other opioids,T40.2,Suppressed,103201,Suppressed
Oscoda County,Michigan,26135,Methadone,T40.3,Suppressed,103201,Suppressed
Oscoda County,Michigan,26135,Other synthetic narcotics,T40.4,Suppressed,103201,Suppressed
